search_category,job_title,company_name,location,salary,experience_years,final_job_description,state
Data Analyst,Senior Performance and Attribution Analyst,Fidelity Investments,"Smithfield, RI 02917",,5+,hardworking proactive analyst thrives collaborative fast paced environment come continue build career fidelity investment looking senior performance attribution analyst support multiple type investment performance reporting analytics broad range fidelity portfolio emphasis digital asset fielding inquiry investment staff senior leader performance attribution result index accounting advisor analytics data performance attribution data need ensure internal calculation accurately reflect security portfolio level performance fidelity portfolio across product type accurately executing performance attribution data quality process procedure daily addition driving enhancement ensure performance attribution reporting result across product type delivered investment staff investment product manager senior leader collaborate various lead initiative define business expertise bring bachelors degree economics finance plus year professional year fund accounting performance related environment preferred knowledge performance attribution multi asset class investment strategy familiar blockchain technology various cryptocurrencies digital asset type market regulation dynamic passion curiosity digital asset technology performance exposure performance metric methodology cryptocurrency industry defining business support technical specification ability communicate effectively technical non technical implement performance improvement initiative based data driven analysis market trend lead cross functional influence without authority attention detail ability excel fast paced environment strong microsoft office excel word powerpoint comfortable navigating ambiguity ability adapt reprioritize task necessary ability problem solve complex data issue effectively communicate client stakeholder managing relationship departments client group business partner delivering accurate timely reporting investment performance attribution fidelitys advisor compiling analyzing validating performance attribution result distributed across organization externally analyzing interpreting portfolio performance identifying factor impacting performance industry market cap security selection market factor responding adhoc inquiry portfolio manager senior leader client business partner note fidelity providing immigration sponsorship performance attribution product disclosure responds investment staff inquiry support need respect portfolio performance attribution group daily monitoring portfolio index third party data validation performance attribution result ensuring data quality internal user downstream deliverable produce daily periodic monthly quarterly adhoc report decompose portfolio return absolute relative basis result used marketing material public reporting portfolio management provides adhoc performance attribution analysis investment staff senior leader hiring senior performance attribution analyst grade level certification category investment operation fidelity hybrid requiring associate onsite every week business day f fidelity office remote fully onsite please advised fidelitys business governed provision security exchange act investment adviser act investment company act erisa numerous state law governing security investment retirement related financial activity rule regulation numerous self regulatory organization finra among others law regulation may restrict fidelity hiring associating individual certain criminal history,RI
Data Analyst,Human Capital Data Integrity & Compliance Analyst,Washington Metropolitan Area Transit Authority,Maryland,,,marketing statement washington metropolitan area transit authority wmata human capital shared service hcss department seeking highly skilled knowledgeable motivated human capital data integrity compliance analyst join exceptional detail oriented analytical human capital professional strong background data integrity compliance audit coordination within complex hris environment individual adept conducting data review internal control assessment regulatory audit demonstrated expertise hcss process best practice ideal highly proficient leveraging peoplesoft oracle fusion enhance human capital operation ensure data accuracy support compliance initiative collaborative mindset strong problem solving commitment continuous improvement hr system workflow essential success youre passionate contributing efficient compliant technology driven human capital environment encourage minimum education bachelor degree human resource management data analytics statistic system management system business administration related field seven year conducting audit data quality assessment compliance review within structured regulated unionized environment minimum five year supporting human capital system data process compliance data integrity transaction oversight process validation demonstrated utilizing human capital platform workflow tool approval chain automated routing system transaction status monitor support audit data review compliance tracking resolution processing issue certification licensure n preferred working unionized public sector environment preferred medical group satisfactorily complete medical examination incumbent perform essential function either without summary human capital data integrity compliance analyst play critical ensuring accuracy integrity security regulatory compliance metro human capital data across system workflow lead operational oversight human capital process ensure transaction executed correctly data properly managed organization remains audit ready aligned long term compliance standard analyst developing implementing enforcing data process control support metro policy labor agreement federal state regulatory serving key liaison across human capital payroll finance labor relation record digital modernization analyst partner stakeholder align internal practice validate system process resolve data issue support continuous improvement human capital operation standardized documentation reporting lead compliance driven data review audit internal control assessment within department human capital system workflow establishes enforces data protocol audit trail documentation standard ensure accuracy compliance accountability across lifecycle transaction management boarding process serf department lead regulatory audit coordination human capital data integrity review audit conducted external party internal oversight conjunction human capital solution monitor resolve data discrepancy policy standard operating procedure deviation process issue conducting root cause analysis supporting continuous improvement effort support design manages well validates high impact workflow new hire data change personnel action transaction governed labor agreement ensuring accuracy compliance proper documentation partner human capital management digital modernization development timely deliver accurate actionable report support leadership decision making compliance tracking legal request workforce analytics coordinate cross functional partner payroll labor relation budget record human capital ensure consistent compliant processing practice maintains routinely update standard operating procedure routing protocol functional documentation alignment organizational policy best practice educates internal user data accuracy standard secure data handling practice compliance expectation related human capital process system maintains promotes awareness accountability safety policy procedure performing function promotes positive safety culture encourages reporting safety concern consistent agency safety plan regulatory within safety management system culture principle essential listed intended limit specific particular intended limit way right manager supervisor assign direct control employee supervision evaluation criterion consideration given applicant whose resume demonstrate education applicant relevant education evaluation criterion may one following behavioral assessment personal interview verification education certification license criminal background check criminal conviction automatic bar employment medical examination drug alcohol screening safety sensitive review current motor vehicle report closing wmata qualified applicant receive consideration employment without regard race color religion sex sexual orientation national origin disability status protected veteran status protected applicable federal law announcement vacant recruitment intended replace official available upon confirmation interview,
Data Analyst,Sr. Corporate Reporting Accounting Analyst,Darden RSC,"1000 Darden Center Dr, Orlando, FL 32837",,3-4,overview principal purpose execute complex technical accounting financial reporting process support preparation dardens consolidated financial statement accordance provision u generally accepted accounting principle well ensuring compliance requisite internal control designed stated company section sarbanes oxley act sox documentation also provides support brand overall corporate planning estimate process addition ad hoc analysis support company strategic decision utilized develop emerging leader accounting finance area throughout organization support primary accounting process stock based compensation risk management darden plan among others assigned support company month end close process journal entry review approval well monthly account reconciliation execute internal control related assigned process ensure effective internal control financial reporting ensure compliance gaap execution assigned accounting area supervise staff accountant review approve oversee individual personal development support special project impact assigned system implementation acquisition divestiture etc facilitate quarterly annual review audit internal external auditor connection assigned engage third party service provider connection assigned research technical accounting financial reporting guidance needed create accounting finance model forecast quarterly annual financial result analysis cost versus business plan previous estimate liaise collaboratively across brand function ensure accuracy assigned process ad hoc accounting analysis functional area connection assigned area technical minimum year public accounting auditing consulting equivalent fundamental financial statistical analytical capability strong microsoft excel word education bachelor degree accounting finance cpa achieved process key demonstrated self starter strong organizational independently excellent verbal written communication critical thinking capacity ability think high level yet execute detail level demonstrated ability cross functionally manage multiple project simultaneously manage competing priority preferred master accounting preferred proficiency oracle hyperion discoverer plus sox section internal control financial reporting plus li gh li hybrid,FL
Data Analyst,Data Analyst - Talent Network,Arena,"Salt Lake City, UT 84106",60000.0,2-4,arena one nations leading republican mail digital consulting firm providing top notch strategy creative design data driven messaging delivers result gear election season were building talent pool skilled data analyst want analytical expertise meaningful fast paced political part ongoing effort build network top data professional upcoming opportunity election cycle beyond joining talent pool youll stay connected learn new become available join talent pool blend creativity precision using data help campaign connect voter make smarter decision youre passionate turning number insight move election wed love stay connected joining data analyst talent network youll stay connected one nations top republican advertising firm among first hear new opportunity open youre driven data strategy impact wed love stay touch completing application securely stored talent database reach future aligns youd prefer retain please email connectarenawinscom time let u know well remove application arenas data analyst transform complex data clear insight guide campaign strategy decision making analyst across campaign data advertising performance voter targeting help deliver precision messaging drive result support operation conduct analytics project deliver insight reporting key stakeholder implement data standard automation tool extract synthesize validate data multiple source develop maintain datasets monitor data quality troubleshoot issue ensure data integrity use scripting querying tool python r sql bi data visualization tool aws quicksight statistical modeling generate report dashboard insight collaborate stakeholder understand objective define kpis actionable analysis contribute development analytical best practice across education minimum bachelors degree data science analytics computer science related field preferred bachelors degree data science analytics advanced analytical programming minimum year data analysis programming reporting strong understanding data system code based data extraction ensuring accuracy across data field proven ability perform end analysis data collection visualization core competency proficient knowledge etl process cloud big data integration expertise writing sql query stored procedure view excel aws capable extracting presenting insight large datasets excellent quantitative thinking problem solving attention detail highly self motivated inquisitive drive continually improve tool process strong communication technical non technical audience technical tool sql python r aws cloud based data environment data visualization bi tool eg aws quicksight tableau power bi similar advanced excel type full time pay per year benefit k matching dental insurance flexible spending account health insurance health saving account paid holiday parental leave retirement plan person,UT
Data Analyst,Associate Cost Business Analyst,Fluor Federal Petroleum Operations,"New Orleans, LA",,0-1,prepares monthly worksheet financial analysis variance documentation directorate run routine report system data analysis monitor reconcile report obligation assist preparation monthly quarterly annual reporting doe according deliverable schedule provides assistance sr business analyst site business manager budget cost manager special project problem resolution opening closing minimum bachelors degree accounting finance year bachelors degree related business area year finance accounting audit inventory management strong analytical excellent written oral communication proficiency office product desired degree finance accounting preferred sap preferred mandatory sharepoint also preferred,LA
Data Analyst,SEC Reporting Analyst (Hybrid),Progressive Leasing,"Draper, UT",,20+,progressive leasing leading provider store e commerce lease solution almost year old fintech company gone start industry leader know innovate simplify value people company founded grit constantly looking future ever evolving group entrepreneur technologist strive right thing period aspect subsidiary prog holding nyse prg exciting fintech holding company three business segment progressive vive financial four buy pay later bnpl platform currently hiring sec financial reporting analyst help grow company ensure mission achieved hybrid require office presence day per week draper utah office value proposition evp prog dedicated providing people inclusive collaboration innovation development working cross functionally progressive achieve key goal objective organization play crucial ensuring accurate timely financial reporting sec compliance regulatory effective communication financial internal external stakeholder pivotal overall financial transparency integrity organization working tandem internal finance coordinate lead preparation financial data accordance gaap regulatory standard internal analysis reporting external regulatory body day assist preparation certain schedule disclosure used sec reporting q k supporting tie procedure coordinate external auditor various q k supporting schedule prepare quarterly debt covenant compliance calculation related reporting prepare interim annual disclosure checklist supplemental schedule ensure compliance gaap k sec annual shareholder checklist prepare quarterly earnings release collaboration investor relation department assist preparation annual k plan financial statement k proxy coordinate key internal stakeholder drafting business industry overview business strategy risk factor k q assist preparation board executive management financial reporting presentation prepare section managements discussion analysis mda working closely fpa operational management coordinate hr legal department timely prepare review section officer director beneficial ownership ensure compliance key financial reporting sox control assist accounting stock based compensation maintain financial reporting process procedure documentation coordinate key executive certification quarterly prepare certification reporting audit committee participate disclosure committee meeting assist technical accounting new accounting standard unusual transaction needed identify area continuous process improvement oversee development implementation reporting solution youll bring proven years financial reporting accounting preferably senior public accounting big preferred auditing public company bachelors masters degree accounting advanced proficiency microsoft excel excellent analytical problem solving demonstrated ability fast paced environment diverse matter requiring complex financial analysis ability interface effectively build maintain strong relationship externally internally across multiple business unit effective written oral communication ability persuasively present communicate complex financial non finance stakeholder detail oriented meet tight deadline certified public accountant cpa knowledge workiva plus collaborating coordinating geographically dispersed organization u possess exceptional intellect decisive analytical capacity think box bringing novel solution overcome barrier success possess unquestionable personal professional ethic offer competitive compensation bonus potential full health benefit medical dental vision life insurance paid parental leave company matched k paid holiday paid volunteer time diversity alliance resource group stock purchase program tuition reimbursement charitable gift matching equipment service provided progressive leasing welcome encourages diversity workplace discriminate aspect employment basis race color religion national origin ancestry gender sexual orientation gender identity expression age veteran status disability characteristic protected federal state local employment discrimination law progressive leasing business,UT
Data Analyst,Senior Business Analyst,QuidelOrtho,,80000.0 - 136000.0,5+,quidelortho unites strength quidel corporation ortho clinical diagnostics creating world leading vitro diagnostics company award winning expertise immunoassay molecular testing clinical chemistry transfusion medicine strong business country providing answer fast accurate consistent testing needed home hospital lab clinic culture put member first prioritizes action support happiness inspiration engagement strive build meaningful connection believe happiness business success linked join u mission transform power diagnostics healthier future analytics center excellence within global quidelortho strong focus customer excellence process excellence driving data driven business result senior business analyst integral part analytics partner global stakeholder understand business strategy translate business strategy analytics plan execute plan agreed upon timeline collaborate ensure insight revealed become action senior business analyst understand data needed make meaningful decision across business gather format clean present manner facilitates use making business decision analyst develop deep understanding surrounding business process support never settle superficial always challenge leader continually improve data based decision making subject matter expert support assist interpretation business insight managing business project senior business analyst analytics master creating insight storytelling data visualization demonstrating ability continuously learn new technique language eg power bi dax sql databricks azure dev ops python make data easier use less timely compile maintain analyst partner continuously improve reporting system design dashboard metric collect compile analyze business insight global local reporting maintain existing reporting meet timeline reporting create user conduct validation build new report improve business outcome assess effectiveness accuracy new data source data gathering technique create report evaluate robustness data effect decision making communicate regarding data robustness develop implement strategic plan improve data robustness develop strong working knowledge business process within field service technical solution center customer excellence develop working knowledge commercial finance customer service use business knowledge assist stakeholder manager asking right probing question related metric analytics development new report support business achieving goal empower support organization improve self serving capability individual bachelors degree technical field equivalent year related strong ability troubleshoot data integrity issue strong ability interpret data draw insight context business strong ability seek engage subject matter expert across business mining large data set detailed analytical ability proficiency least one visualization platform demonstratable ability learn new visualization platform data structuring method independent self starter demonstrated ability understand document communicate business process high detail level communicate technical complex matter non technical stakeholder occasional travel occasional meeting outside normal business hour accommodate region per month preferred business knowledge quidelortho process instrument assay power bi sql server cost analysis key working relationship internal partner vp global service excellence close working relationshipwith drive analytics priority global service sr director global technical solution center tsc close working relationship drive priority tsc analytics needed support customer excellence leadership drive priority analytics around voice customer training customer service customer excellence priority global service leader service engineering region regular interaction related data reporting service interaction related building datalake table troubleshooting modeling finance install base service contract service revenue request quality data support cost quality compiling data new source business unit sale linking service data sale external partner directly support internal customer directly support external customer transparency range take account wide range factor education knowledge geography ability addition internal equity alignment market data quidelortho typical individual hired near top range compensation decision dependent fact circumstance case range bonus eligible quidelortho offer comprehensive benefit package medical dental vision life disability insurance along k plan assistance program stock purchase plan sick time paid holiday benefit non contractual quidelortho may amend terminate enhance benefit provided deems appropriate quidelortho belief committed ensuring individual disability interested qualify without regard race religion color national origin citizenship sex sexual orientation gender identity age veteran status disability genetic protected characteristic quidelortho also committed providing qualified individual perform interested applying employment require special assistance accommodation due disability please u recruitingquidelorthocom li th,
Data Analyst,Technical Business Analyst & Software Developer,Santa Monica Seafood,"Los Angeles, CA",150000.0 - 175000.0,5+,brief drive enterprise technology transformation developing integrating data driven system connect operation finance production youll design smarter solution automate workflow turn complex business need scalable tool pay range k base plus incentive technical business analysist software developer innovation drive future quality service remain core overview santa monica seafood seeking seasoned technical business analyst strong blend software development report writing business analysis expertise ideal also hand accounting food industry business operation relevant food production distribution cross functional instrumental designing implementing data driven solution streamlining operational workflow building custom software reporting tool empower strategic decision making across organization key report writing analyze business convert functional specification create maintain power bi dashboard erp report ensure data consistency across platform eg erp crm database includes data normalization standardization monitor kpis deliver actionable insight utilize tool sql profiler translate end user transaction affected table effective report writing setup maintain data exchange gateway powerbi gateway train user power bi troubleshoot data reporting issue software integration developer develop maintain complex sql query function stored procedure build scalable secure enterprise application integrate emerging technology ai ml define uphold best practice coding software architecture system integration conducting code check code review maintain high development standard collaborate cross functionally solution system integration adopt best practice innovative software design methodology use tool sql profiler trace transaction activity identify affected table troubleshoot system lock performance issue monitor cloud prem bsa asset aws azure custom apps business analyst conduct gap analysis process modeling document workflow support company expansion new business startup compose internal external sop user guide video documentation participate development execution effective training program promote automation replace manual process implement change improve process workflow consult vp enterprise solution department leadership regarding ongoing process improvement change potential impact change helpdesk support business operation demonstrate ability manage conflicting priority challenging situation year software development reporting business analysis strong sql transact sql python power bi cloud platform microsoft bi stack ssrs ssis ssa expertise data modeling data warehousing etl process background accounting financial reporting proven fast paced environment tight deadline familiarity integration hand cloud database azure sql db sql db solid automated testing qa nice full stack development hand accounting perishable food industry operation ai ml mcp integration nice santa monica seafood youll find youll find purpose offer competitive pay top tier health benefit company paid life disability insurance k generous company match plus invest growth tuition assistance continuous learning clear career path within business system join company blend tradition innovation build something last,CA
Data Analyst,Data Analyst,IDR Inc.,"Norcross, GA 30003",124800.0,,idr seeking data analyst join one top client norcross georgia involves supporting development dashboard focused ticketing metric primarily internal offer chance well known organization short term engagement deliver impactful insight overview data analyst support development dashboard related ticketing service metric collaborate member gather translate actionable dashboard utilize tool tableau servicenow sql extract transform visualize data independently meet quick turnaround demand within short contract period ensure dashboard accurate insightful support decision making process data analyst proven building dashboard tableau scratch gathering data structuring hand working servicenow data extracting transforming reporting strong sql data preparation query optimization especially large complex datasets ability remotely est hour participate meeting needed comfort working short term contract ending january whats competitive compensation package full benefit medical vision dental get industry leading organization idr year proven industry major market stock ownership program dedicated engagement manager committed success medical dental vision life insurance clearlyrateds best staffing client talent award winner year row,GA
Data Analyst,IT Business Systems Analyst,Cianbro,"Pittsfield, ME",,,engineering operation support play key part success company ensuring system running business system analyst handle operation support critical business system collaborate closely business unit ensure optimal service level met help company scale well managed maintained system support day operation maintenance patching configuration change enterprise system application service environment meet ongoing business need ensure secure reliable service perform validation deployment application patch security fix change using lower environment prior modifying production system using established change management process advise mentor tier support providing tier production support enterprise application engaging vendor support dev necessary deploy tool automation enhance system monitoring patching performance ensure meet performance compliance guideline maintain application documentation configuration inventory procedure knowledgebase article checklist collaborate stakeholder configuration system specification assist application specific integration data exchange import export reporting tool support onboarding new existing enterprise business system operational portfolio consolidation data migration stay current industry trend education research certification professional publication peer network professional organization bachelor degree equivalent computer science mi related field administering troubleshooting enterprise database application financial enterprise resource planning erp hrm hcm mrp similar understanding enterprise database web application architecture apis integration data conversion similar concept excellent written verbal visual communication ability present idea business friendly user friendly language superior analytical evaluative problem solving troubleshooting ability cianbro owned tobacco free discriminate based marital status race color creed gender sex religion national origin gender identity age veteran status union affiliation physical mental disability citizenship status sexual orientation genetic legally protected status,ME
Data Analyst,Senior Performance and Attribution Analyst,Fidelity Investments,"Westlake, TX",,5+,hardworking proactive analyst thrives collaborative fast paced environment come continue build career fidelity investment looking senior performance attribution analyst support multiple type investment performance reporting analytics broad range fidelity portfolio emphasis digital asset fielding inquiry investment staff senior leader performance attribution result index accounting advisor analytics data performance attribution data need ensure internal calculation accurately reflect security portfolio level performance fidelity portfolio across product type accurately executing performance attribution data quality process procedure daily addition driving enhancement ensure performance attribution reporting result across product type delivered investment staff investment product manager senior leader collaborate various lead initiative define business expertise bring bachelors degree economics finance plus year professional year fund accounting performance related environment preferred knowledge performance attribution multi asset class investment strategy familiar blockchain technology various cryptocurrencies digital asset type market regulation dynamic passion curiosity digital asset technology performance exposure performance metric methodology cryptocurrency industry defining business support technical specification ability communicate effectively technical non technical implement performance improvement initiative based data driven analysis market trend lead cross functional influence without authority attention detail ability excel fast paced environment strong microsoft office excel word powerpoint comfortable navigating ambiguity ability adapt reprioritize task necessary ability problem solve complex data issue effectively communicate client stakeholder managing relationship departments client group business partner delivering accurate timely reporting investment performance attribution fidelitys advisor compiling analyzing validating performance attribution result distributed across organization externally analyzing interpreting portfolio performance identifying factor impacting performance industry market cap security selection market factor responding adhoc inquiry portfolio manager senior leader client business partner note fidelity providing immigration sponsorship performance attribution product disclosure responds investment staff inquiry support need respect portfolio performance attribution group daily monitoring portfolio index third party data validation performance attribution result ensuring data quality internal user downstream deliverable produce daily periodic monthly quarterly adhoc report decompose portfolio return absolute relative basis result used marketing material public reporting portfolio management provides adhoc performance attribution analysis investment staff senior leader hiring senior performance attribution analyst grade level certification category investment operation fidelity hybrid requiring associate onsite every week business day f fidelity office remote fully onsite please advised fidelitys business governed provision security exchange act investment adviser act investment company act erisa numerous state law governing security investment retirement related financial activity rule regulation numerous self regulatory organization finra among others law regulation may restrict fidelity hiring associating individual certain criminal history,TX
Data Analyst,"Data Analyst, Senior Specialist (Strategy & Client Management)",Vanguard,"4240 Sigma Rd, Dallas, TX 75244",,,vanguard strategy client management growing opening experienced data analyst support client strategy growth new flagship offer analyst partner closely business partner help design strategy influence outcome proactively uncover insight ideal identifies champion opportunity new analytical method technology internal use case process industry leading expertise one technical domain eg python advanced analytics experimental design execution broad applied applying advanced analytical technique workplace setting eg predictive modeling demonstrated desire ability collaborate closely business partner consult gather developing managing analytical road map learning agenda considered thought leader product domain considered expert others across cdao vanguard core engages internal partner understand business strategy question goal brings structure business request translates analytical project approach lead complex project completion delegate task provides tactical strategic guidance peer serf analytics expert cross functional enterprise wide strategic initiative acquires compiles structured unstructured data verifies quality accuracy reasonableness lead development data quality standard tool method used measure improve data quality performs analysis data multiple source surface trend insight using advanced analytical method machine learning validates analytical technique employed analyst prepares delivers expert level visualization internal presentation translate analytic insight tangible actionable solution senior leader stakeholder implement develops owns manages recurring analytic reporting process demonstrates expertise data visualization mentor analyst data visualization best practice develops analytics community vanguard mentoring coaching connecting others resource training stay abreast emerging trend external best practice participates present scheduled analytics seminar participates special project performs assigned minimum eight year related undergraduate degree equivalent combination training graduate degree preferred strong technical inclusive coding applying new analytical method technology use case testing methodology experimentation test design result gathering recommendation build excellent stakeholder management persuasiveness data special factor sponsorship vanguard offering visa sponsorship vanguard dont missionwere mission long term financial wellbeing client lead product service transform client life learn develop individual malvern melbourne mission drive u forward inspires u best vanguard implemented hybrid working model majority crew member designed capture benefit enhanced flexibility enabling person learning collaboration connection believe mission driven highly collaborative culture critical enabler support long term client outcome enrich,TX
Data Analyst,"Data Analyst, Specialist (Digital Analytics)",Vanguard,"Philadelphia, PA 19102",,,analyzes data assesses trend develops actionable insight recommendation support large strategic business initiative actively develops analytics community vanguard coaching others internally participating external event cxd automation digitization onboarding analytics surface insight biggest opportunity reduce back office processing expense automation tool digitization paper onboarding analyst optimize web new client critical component vanguard digital includes function like open account transfer asset change ownership hiring lead analyst help lead client engagement core lead engagement internal partner understand business strategy question goal bring structure business request translate analytical project approach complete analysis acquire compile structured unstructured data verify quality accuracy reasonableness perform amd lead analysis historical data surface trend insight using advanced analytical method prepare deliver expert visualization internal presentation translate analytic insight tangible actionable solution business partner implement develop manage recurring analytic reporting process mentor coach train develop senior data analyst proactively expand knowledge business analytics share member share document best practice participate special project perform assigned minimum seven year related data analysis science undergraduate degree advanced degree preferred coding knowledge sql python data storytelling visualization designing executing end experiment special factor sponsorship vanguard offering visa sponsorship vanguard dont missionwere mission long term financial wellbeing client lead product service transform client life learn develop individual malvern melbourne mission drive u forward inspires u best vanguard implemented hybrid working model majority crew member designed capture benefit enhanced flexibility enabling person learning collaboration connection believe mission driven highly collaborative culture critical enabler support long term client outcome enrich,PA
Data Analyst,Data Analyst,"Bishop & Company, Inc.","841 Bishop St Ste 1614, Honolulu, HI 96813",60008.0 - 90001.6,5+,were partnering respected local find skilled data analyst temporary assignment anticipated last month reside oahu hawaii island allows hybrid flexibility minimum two day per week office key advanced statistical technique experimental design glmms non linear model multivariate non parametric analysis bayesian statistic ml modeling imagery data manage multiple analytics project independently balancing competing priority deadline communicate finding effectively report technical documentation presentation collaborate internal external stakeholder align data insight energy usage goal preferred year data analytics ivr system sql proficiency r python advanced computation tool advanced microsoft excel aws azure sap expertise configuring programming bi tool tableau power bi qlik back end front end dashboard creation strong understanding algorithm data structure excellent written oral listening communication genesys cloud plus natural curiosity passion solving real world problem compensation unique relative bring hourly pay range typically hr guarantee specific compensation based upon multiple factor education certification may fall outside stated range,HI
Data Analyst,Data Quality Analytics and Reporting Lead Analyst VP,Citi,"Tampa, FL 33601",113840.0 - 170760.0,6-10,were currently looking high caliber professional join vice president data quality lead analyst hybrid based tampa florida usa dq lead analyst play critical leading activity contribute ensuring legal csis data brought compliance enterprise data governance policy standard meet regulatory obligation support business decision making mitigate compliance risk establishing robust data quality control environment essential maintaining data governance data quality management regulatory compliance across enterprise analyst lead continuous data quality assessing evaluating analyzing data setting control guideline measurement evaluation adoption communication data quality data quality risk collaborate others monitor remediate data concern individual closely process owner report owner data domain owner data manager data consumer legal csis professional operation support understand data quality identify critical data success support sustainable data reliability demand dynamic adaptable strong communication diplomatic influence collaborate cross functional senior stakeholder ideal comfortable managing diverse set complex evolving environment support activity drive data quality measurement produce data quality dashboard report implement data quality strategy effectively govern data improve data quality lead data improvement initiative process creation tool line implement enforce improve data governance strategy framework procedure support data strategy drive data management validation quality analysis define monitor enforce kpis related compliance data governance policy lead stream focusing broad range data initiative data issue management data quality rule lineage taxonomy liaise enterprise data office business function aligned data office key partner business function progress data transformation agenda establish level trust credibility building maintaining relationship important partner ensure continuous improvement monitoring control governance data quality lead facilitation coordination arbitration cross functional complex problem within across program senior stakeholder appropriately assess risk business decision made demonstrating consideration firms reputation safeguarding citigroup client asset driving compliance applicable rule law regulation adhering policy applying sound ethical judgement regarding personal behavior conduct business practice escalating managing reporting control issue transparency delivery data quality service manage continuous improvement data quality overseeing data control setting parameter guideline measurement evaluation adoption communication data quality data quality risk execution monitoring data exception data concern remediation process dcrm data quality metric liaise area firm understand data challenge solution run data consumption demand review quality analysis result disposition data challenge citis corresponding data issue management process lead day activity support data quality resolution optimize metric reporting process report data quality issue citis corresponding data issue management process support senior management strategic vision year relevant related data governance data quality management preferably hand data management capacity lead defining implementing data quality program possesses comprehensive understanding area others collectively integrate contribute towards achieving business objective ability monitor tight deadline unexpected change ability anticipate balance need multiple stakeholder ability communicate effectively develop deliver multi mode communication convey clear understanding unique need different audience collaborates effectively building partnership working well others meet shared objective ability pressure facilitate discussion education bachelor university degree master degree preferred provides high level review type performed related may assigned family group data governance family data quality data quality analytics reporting time type full time primary tampa florida united state primary full time range addition citis offering may also eligible employee discretionary formulaic incentive retention award citi offer competitive benefit medical dental vision coverage k life accident disability insurance wellness program citi also offer package planned time vacation unplanned time sick leave paid holiday additional regarding citi benefit please visit citibenefitscom available offering may vary jurisdiction level hire relevant change management data analysis data governance data lineage data management data quality internal control management reporting program management risk management relevant complementary please see recruiter anticipated close oct citi qualified receive consideration without regard race color religion sex sexual orientation gender identity national origin disability status protected veteran characteristic protected law person disability need use search tool career review accessibility citi view citis eeo policy statement know right poster,FL
